gpu,solver_key,solver,divergence,dim,n_osc,ensemble_size,solve_time_ms,mean_steps,step_std,step_cv,normalized_solve_time_ms_per_step,step_variance,min_steps,max_steps,rejected_steps_mean
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,0.25,64,32,1000,10176.520326,209.473,114.88141281343127,0.548430646495879,48.58153712411623,13197.739010010011,64,546,20.031
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,0.5,64,32,1000,9907.052873999999,294.221,76.66426526464966,0.26056693867755754,33.672147379011015,5877.409568568569,117,518,23.89
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,0.75,64,32,1000,12405.178579,425.798,70.81156313395061,0.16630318398383884,29.133952200339127,5014.277473473474,203,637,37.267
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,1.0,64,32,1000,12330.108415,386.623,71.23945487530719,0.1842607782654089,31.89181299353634,5075.05993093093,144,598,35.679
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,1.25,64,32,1000,14724.434678,405.505,80.53432654932152,0.19860254879550565,36.31135171699486,6485.777752752752,148,655,37.873
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,1.5,64,32,1000,16807.611816,417.501,90.50594082337537,0.2167801773489773,40.25765642717024,8191.325324324324,152,704,39.322
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,2.0,64,32,1000,20989.753150999997,426.673,102.93243977560309,0.24124432475362417,49.194003724163466,10595.087158158156,151,794,40.612
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,2.5,64,32,1000,25025.258432000002,426.754,108.10305154690943,0.2533146767151788,58.640946381287584,11686.269753753755,153,799,40.802
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,3.0,64,32,1000,28070.558416,423.57,112.56254895580247,0.26574721759284764,66.27135636612603,12670.327427427428,159,785,40.159
NVIDIA GeForce RTX 4070 SUPER,julia_rodas5_EnsembleGPUArray,Julia Rodas5 GPUArray,4.0,64,32,1000,34517.046643,408.569,113.99771365127337,0.27901704155546153,84.48278416375203,12995.478717717719,151,842,37.514
