gpu,solver_key,solver,divergence,dim,ensemble_size,solve_time_ms,mean_steps,step_std,step_cv,normalized_solve_time_ms_per_step,step_variance,min_steps,max_steps,rejected_steps_mean
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,0.9,3,1000,31.441235999999996,447.988,164.91641907730497,0.36812686741007566,0.07018321026456065,27197.42528128128,155,725,59.115
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,1.0,3,1000,27.418324000000002,414.151,187.09331925301103,0.45175146082711626,0.0662036889926621,35003.91010910911,49,723,54.031
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,1.25,3,1000,32.630292,365.504,196.94564623664968,0.5388330804495974,0.08927478769042198,38787.58757157157,45,721,46.621
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,1.5,3,1000,31.111645,364.326,179.44302584253177,0.49253422989995704,0.08539507199595965,32199.79952352352,50,723,46.248
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,2.0,3,1000,32.84902,418.942,185.14218391351082,0.4419279611820033,0.0784094695685799,34277.62826426426,52,728,54.795
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,3.0,3,1000,49.10394,619.016,331.3763933325035,0.5353276705812184,0.07932580094860231,109810.31405805807,49,1302,88.401
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,4.0,3,1000,63.284725,856.753,512.1018202128023,0.5977239883756489,0.07386577578368561,262248.27426526527,51,1848,129.351
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,6.0,3,1000,84.931091,1362.24,867.3540473436689,0.6367116274251738,0.06234664302912849,752303.0434434434,53,2936,218.696
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,8.0,3,1000,88.01378199999999,1878.58,1200.550613416767,0.6390734562365015,0.04685122911986713,1441321.7753753753,49,3994,309.66
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,10.0,3,1000,106.378445,2399.585,1515.8510392344456,0.6317138335314004,0.04433201782808277,2297804.3731481484,51,5027,400.576
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,12.0,3,1000,114.736165,2921.511,1821.2284230287664,0.6233857832569402,0.03927288481884888,3316872.9688478475,60,6061,491.583
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,16.0,3,1000,165.361976,3957.117,2425.6985523303956,0.6129964194463786,0.04178849804036625,5884013.466777777,82,8128,671.832
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,24.0,3,1000,181.86781299999998,6007.417,3619.1725716265883,0.6024506991318546,0.030273878607061898,13098410.103214214,51,12189,1029.123
NVIDIA GeForce RTX 4070 SUPER,julia_tsit5_EnsembleGPUKernel_sorted,Julia Tsit5 GPUKernel sorted,32.0,3,1000,220.926854,8042.334,4794.23562642531,0.5961249093142998,0.027470489785676646,22984695.241685685,52,16222,1382.738
